LocalRep,GlobalIdx,Prob,spring_day,spring_night,summer_day,summer_night,fall_day,fall_night,winter_day,winter_night
14,1426,0.0088401158360006,21967.5156,18191.3838,29502.7554,18437.5302,23101.990199999997,25538.1684,32756.2698,21792.8304
15,5466,0.0064014631915866,24878.085599999995,18191.3838,41762.778,36667.164,23101.990199999997,25855.469999999998,32756.2698,23580.227399999996
16,5468,0.0076207895137936,24878.085599999995,18191.3838,41762.778,36667.164,23101.990199999997,25855.469999999998,32756.2698,35063.7342
17,2523,0.0097546105776558,17244.0792,21732.3342,41762.778,36667.164,20539.3422,25855.469999999998,32756.2698,23580.227399999996
18,2549,0.0088401158360006,17244.0792,21732.3342,41762.778,36667.164,23101.990199999997,25855.469999999998,31485.513,35063.7342
19,4005,0.0086877000457247,17244.0792,34718.6682,41762.778,36667.164,23101.990199999997,25855.469999999998,31485.513,23580.227399999996
20,3983,0.0092973632068282,17244.0792,34718.6682,41762.778,36667.164,20539.3422,25855.469999999998,32756.2698,35063.7342
21,3309,0.0089925316262764,17244.0792,18191.3838,41762.778,36667.164,34847.5962,25855.469999999998,27149.8092,23580.227399999996
22,3311,0.0088401158360006,17244.0792,18191.3838,41762.778,36667.164,34847.5962,25855.469999999998,27149.8092,35063.7342
23,5152,0.0074683737235177,24878.085599999995,18191.3838,22686.340199999995,37980.638399999996,23101.990199999997,25538.1684,32756.2698,21792.8304
24,5296,0.0080780368846212,24878.085599999995,18191.3838,22686.340199999995,18437.5302,23101.990199999997,17677.9464,32756.2698,21792.8304
25,5620,0.0067062947721383,24878.085599999995,18191.3838,29502.7554,37980.638399999996,23101.990199999997,17677.9464,32756.2698,21792.8304
26,5800,0.0073159579332418,24878.085599999995,18191.3838,29502.7554,18437.5302,23101.990199999997,25538.1684,32756.2698,21792.8304
27,2528,0.0054869684499314,17244.0792,21732.3342,41762.778,36667.164,20539.3422,25855.469999999998,27149.8092,35063.7342
28,2574,0.0054869684499314,17244.0792,21732.3342,41762.778,36667.164,34847.5962,25855.469999999998,31485.513,23580.227399999996
29,3984,0.0056393842402072,17244.0792,34718.6682,41762.778,36667.164,20539.3422,25855.469999999998,27149.8092,23580.227399999996
30,4034,0.0065538789818625,17244.0792,34718.6682,41762.778,36667.164,34847.5962,25855.469999999998,31485.513,35063.7342
31,366,0.0085352842554488,21967.5156,21732.3342,41762.778,36667.164,23101.990199999997,25855.469999999998,27149.8092,23580.227399999996
32,1826,0.0076207895137936,21967.5156,34718.6682,41762.778,36667.164,23101.990199999997,25855.469999999998,27149.8092,35063.7342
33,1117,0.0073159579332418,21967.5156,18191.3838,41762.778,36667.164,34847.5962,25855.469999999998,31485.513,21792.8304
34,4741,0.007163542142966,24878.085599999995,21732.3342,41762.778,36667.164,23101.990199999997,25855.469999999998,27149.8092,21792.8304
35,6199,0.0068587105624142,24878.085599999995,34718.6682,41762.778,36667.164,23101.990199999997,25855.469999999998,27149.8092,21792.8304
36,91,0.0067062947721383,21967.5156,21732.3342,22686.340199999995,36667.164,20539.3422,25855.469999999998,31485.513,21792.8304
37,5923,0.0062490474013107,24878.085599999995,34718.6682,22686.340199999995,36667.164,20539.3422,25855.469999999998,31485.513,21792.8304
38,1305,0.0079256210943453,21967.5156,18191.3838,29502.7554,36667.164,20539.3422,25855.469999999998,31485.513,23580.227399999996
39,4951,0.0074683737235177,24878.085599999995,21732.3342,29502.7554,36667.164,20539.3422,25855.469999999998,31485.513,21792.8304
40,5401,0.007163542142966,24878.085599999995,18191.3838,41762.778,37980.638399999996,34847.5962,17677.9464,31485.513,21792.8304
41,5581,0.0070111263526901,24878.085599999995,18191.3838,41762.778,18437.5302,34847.5962,25538.1684,31485.513,21792.8304
42,395,0.0065538789818625,21967.5156,21732.3342,41762.778,36667.164,34847.5962,25855.469999999998,27149.8092,35063.7342
43,1851,0.0060966316110349,21967.5156,34718.6682,41762.778,36667.164,34847.5962,25855.469999999998,27149.8092,23580.227399999996
44,581,0.0073159579332418,21967.5156,21732.3342,29502.7554,36667.164,20539.3422,25855.469999999998,32756.2698,35063.7342
45,1551,0.007163542142966,21967.5156,34718.6682,22686.340199999995,36667.164,20539.3422,25855.469999999998,32756.2698,23580.227399999996
46,3935,0.0062490474013107,17244.0792,34718.6682,41762.778,37980.638399999996,23101.990199999997,25538.1684,31485.513,35063.7342
47,4079,0.0067062947721383,17244.0792,34718.6682,41762.778,18437.5302,23101.990199999997,17677.9464,31485.513,35063.7342
48,4378,0.0068587105624142,24878.085599999995,21732.3342,22686.340199999995,37980.638399999996,20539.3422,17677.9464,32756.2698,21792.8304
49,5668,0.007163542142966,24878.085599999995,18191.3838,29502.7554,37980.638399999996,34847.5962,25538.1684,27149.8092,21792.8304
50,2649,0.0080780368846212,17244.0792,21732.3342,41762.778,18437.5302,34847.5962,17677.9464,32756.2698,23580.227399999996
51,3409,0.0082304526748971,17244.0792,18191.3838,29502.7554,37980.638399999996,20539.3422,17677.9464,27149.8092,21792.8304
52,2941,0.0076207895137936,17244.0792,18191.3838,22686.340199999995,37980.638399999996,20539.3422,25538.1684,27149.8092,21792.8304
