time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,G(i)_POA
20180503:1410,289.87,110.6,8.14,28.37,22.7,2.21,0,408.61
20180503:1510,59.31,97.83,3.83,16.84,22.28,1.93,0,160.97
20180503:1610,0,28.26,0.6,5.52,21.55,1.1,0,28.86
20180503:1710,0,0,0,0,19.85,0.76,0,0
20180503:1810,0,0,0,0,17.07,1.59,0,0
20180503:1910,0,0,0,0,15.81,1.86,0,0
20180503:2010,0,0,0,0,14.84,1.86,0,0
20180503:2110,0,0,0,0,13.83,1.93,0,0
20180503:2210,0,0,0,0,12.89,1.86,0,0
20180503:2310,0,0,0,0,12.51,1.72,0,0
20180504:0010,0,0,0,0,12.33,1.66,0,0
20180504:0110,0,0,0,0,12.23,1.66,0,0
20180504:0210,0,0,0,0,12.16,1.66,0,0
20180504:0310,0,3.43,0.07,3.37,11.95,1.66,0,3.5
20180504:0410,28.86,90.18,2.98,14.6,12.9,1.38,0,122.02
20180504:0510,195.51,135.31,6.91,26.11,17.65,0.83,0,337.73
20180504:0610,395.74,167.24,10.53,37.59,21.31,1.17,0,573.51
20180504:0710,584.04,186.36,13.62,48.62,22.34,1.66,0,784.02
20180504:0810,755.37,181.62,16.08,58.38,23.22,1.45,0,953.07
20180504:0910,804.31,205.34,17.11,65.05,23.93,1.38,0,1026.76
20180504:1010,211.75,445.67,11.99,65.78,24.61,1.38,0,669.41
20180504:1110,160.79,420.73,10.78,60.12,25.01,1.24,0,592.3
20180504:1210,396.45,304.33,12.46,50.81,25.23,0.97,0,713.24
20180504:1310,386.11,200.61,10.81,39.96,25.46,0.9,0,597.53
20180504:1410,172.13,177.11,7.02,28.52,25.36,0.55,0,356.26
20180504:1510,101.38,67.56,4.58,16.99,24.23,1.31,0,173.52
20180504:1610,0,29.97,0.63,5.68,22.05,1.1,0,30.6
20180504:1710,0,0,0,0,20.36,1.31,0,0
20180504:1810,0,0,0,0,18.56,1.72,0,0
20180504:1910,0,0,0,0,18.31,2.62,0,0
20180504:2010,0,0,0,0,17.23,2.55,0,0
20180504:2110,0,0,0,0,16.13,2.34,0,0
20180504:2210,0,0,0,0,14.79,2.14,0,0
20180504:2310,0,0,0,0,13.33,1.93,0,0
20180505:0010,0,0,0,0,12.22,1.93,0,0
20180505:0110,0,0,0,0,11.41,1.86,0,0
20180505:0210,0,0,0,0,10.81,1.86,0,0
20180505:0310,0,8.56,0.18,3.58,10.33,1.86,0,8.74
20180505:0410,14.32,96.39,2.51,14.79,12.15,1.38,0,113.22
20180505:0510,96.35,182.24,5.7,26.3,17.22,1.31,0,284.29
20180505:0610,206.98,256.58,8.77,37.79,20.14,2,0,472.33
20180505:0710,387.54,286.38,12.08,48.84,21.15,2,0,686
20180505:0810,550.17,290.66,14.59,58.63,22.68,1.79,0,855.42
20180505:0910,557.91,333.03,15.34,65.34,23.83,1.45,0,906.28
20180505:1010,0,166.35,3.31,66.06,24.72,1.17,0,169.66
20180505:1110,467.02,342.2,14.12,60.35,24.39,0.48,0,823.34
20180505:1210,12.31,293.69,6.04,51,22.36,0.48,0,312.04
20180505:1310,0,109.08,2.17,40.12,19.98,1.72,0,111.25
20180505:1410,54.15,206.7,5.21,28.68,20.37,2.28,0,266.06
20180505:1510,0,19.09,0.38,17.15,20.45,2.14,0,19.47
20180505:1610,0,4.28,0.09,5.85,19.67,2.28,0,4.37
20180505:1710,0,0,0,0,18.28,2.28,0,0
20180505:1810,0,0,0,0,16.89,2.21,0,0
20180505:1910,0,0,0,0,15.1,1.17,0,0
20180505:2010,0,0,0,0,14.35,1.24,0,0
20180505:2110,0,0,0,0,13.47,1.52,0,0
20180505:2210,0,0,0,0,12.78,1.1,0,0
20180505:2310,0,0,0,0,12.02,1.03,0,0
20180506:0010,0,0,0,0,11.8,0.76,0,0
20180506:0110,0,0,0,0,11.43,0.83,0,0
20180506:0210,0,0,0,0,10.83,0.97,0,0
20180506:0310,0,17.13,0.36,3.78,10.26,1.17,0,17.49
20180506:0410,0,52.72,1.05,14.98,11.89,0.69,0,53.77
20180506:0510,0.82,121.82,2.44,26.48,14.56,0.83,0,125.08
20180506:0610,1.9,194.63,3.91,37.98,15.88,0.9,0,200.44
20180506:0710,0,139.08,2.77,49.04,17.22,0.76,0,141.85
20180506:0810,218.7,407.15,11.45,58.87,18.66,1.59,0,637.3
20180506:0910,0,83.63,1.66,65.61,20.16,2.07,0,85.29
20180506:1010,0,78.18,1.56,66.33,20.75,2.28,0,79.74
20180506:1110,0,84.54,1.68,60.57,21.41,1.86,0,86.22
20180506:1210,0,75.45,1.5,51.18,19.51,3.52,0,76.95
20180506:1310,0,66.36,1.32,40.28,16.26,4.48,0,67.68
20180506:1410,37.59,203.23,4.81,28.83,16.15,2.62,0,245.63
20180506:1510,0,43.63,0.87,17.3,16.1,2.07,0,44.5
20180506:1610,0,26.55,0.56,6.01,15.85,2.14,0,27.11
20180506:1710,0,0,0,0,14.78,1.86,0,0
20180506:1810,0,0,0,0,13.81,0.9,0,0
20180506:1910,0,0,0,0,12.6,0.83,0,0
20180506:2010,0,0,0,0,11.83,0.97,0,0
20180506:2110,0,0,0,0,10.74,1.52,0,0
20180506:2210,0,0,0,0,10.39,1.79,0,0
20180506:2310,0,0,0,0,10.12,1.59,0,0
20180507:0010,0,0,0,0,10.12,1.17,0,0
20180507:0110,0,0,0,0,10.03,1.1,0,0
20180507:0210,0,0,0,0,9.7,1.1,0,0
20180507:0310,0,5.99,0.13,3.97,9.4,1.03,0,6.12
20180507:0410,42.8,83.14,3.45,15.16,10.85,0.55,0,129.39
20180507:0510,218.12,125.08,7.31,26.66,12.89,0.97,0,350.51
20180507:0610,415.96,157.58,10.85,38.16,14.2,2.14,0,584.39
20180507:0710,404.87,284.5,12.41,49.24,15.77,1.03,0,701.78
20180507:0810,443.28,348.03,13.94,59.1,16.97,1.17,0,805.25
20180507:0910,499.4,367.51,15.08,65.88,18.21,1.59,0,881.99
20180507:1010,112.29,441.2,10.45,66.6,19.19,2.07,0,563.94
20180507:1110,263.91,413.92,12.28,60.79,19.67,2.41,0,690.11
20180507:1210,50.91,347.35,7.72,51.36,20.11,2.69,0,405.98
20180507:1310,425.15,180.51,11.28,40.43,19.64,3.03,0,616.94
20180507:1410,86.63,209.41,5.95,28.98,18.22,3.66,0,301.99
20180507:1510,10.36,112.6,2.59,17.46,17.37,3.79,0,125.55
20180507:1610,0,32.54,0.69,6.18,16.68,2.21,0,33.23
20180507:1710,0,0,0,0,15.51,1.66,0,0
20180507:1810,0,0,0,0,14.08,1.79,0,0
20180507:1910,0,0,0,0,12.88,2,0,0
20180507:2010,0,0,0,0,11.76,2.07,0,0
20180507:2110,0,0,0,0,10.93,1.93,0,0
20180507:2210,0,0,0,0,9.86,1.79,0,0
20180507:2310,0,0,0,0,9.28,1.59,0,0
20180508:0010,0,0,0,0,8.8,1.38,0,0
20180508:0110,0,0,0,0,8.56,1.31,0,0
20180508:0210,0,0,0,0,8.07,1.24,0,0
20180508:0310,0,16.27,0.34,4.16,7.6,1.24,0,16.61
20180508:0410,56.48,70.68,3.78,15.34,8.75,1.03,0,130.94
20180508:0510,205.55,132.27,7.2,26.84,11.5,1.52,0,345.02
20180508:0610,265.43,238.25,9.57,38.34,13.09,2,0,513.25
20180508:0710,123.74,358.51,9.13,49.44,14.37,3.24,0,491.38
20180508:0810,136.19,412.93,10.31,59.32,15.05,3.59,0,559.43
20180508:0910,364.97,414.31,13.83,66.15,15.44,3.66,0,793.11
20180508:1010,569.25,336.47,15.68,66.87,16.26,3.66,0,921.4
20180508:1110,375.8,381.84,13.47,61.01,16.7,3.59,0,771.11
20180508:1210,507.29,250.44,13.51,51.53,17.14,3.72,0,771.24
20180508:1310,213.57,278.51,9.3,40.59,16.43,3.66,0,501.38
20180508:1410,118.22,200.88,6.46,29.13,14.83,3.93,0,325.56
20180508:1510,59.33,101.24,4.01,17.61,14.7,3.86,0,164.58
20180508:1610,0,33.4,0.71,6.34,13.61,3.79,0,34.11
20180508:1710,0,0,0,0,12.53,3.31,0,0
20180508:1810,0,0,0,0,11.72,3.17,0,0
20180508:1910,0,0,0,0,11.41,3.03,0,0
20180508:2010,0,0,0,0,10.91,2.9,0,0
20180508:2110,0,0,0,0,10.38,2.76,0,0
20180508:2210,0,0,0,0,9.98,2.62,0,0
20180508:2310,0,0,0,0,9.72,2.48,0,0
20180509:0010,0,0,0,0,9.61,2.55,0,0
20180509:0110,0,0,0,0,9.35,2.28,0,0
20180509:0210,0,0,0,0,9.35,2.14,0,0
20180509:0310,0,2.57,0.05,4.34,9.37,2.21,0,2.62
20180509:0410,0,28.18,0.56,15.52,9.8,3.38,0,28.74
20180509:0510,0,33.63,0.67,27.01,10.66,4.07,0,34.3
20180509:0610,12.18,233.42,4.86,38.51,11.82,4.21,0,250.46
20180509:0710,0,129.08,2.57,49.62,12.83,3.52,0,131.65
20180509:0810,193.8,412.72,11.21,59.54,13.37,3.59,0,617.73
20180509:0910,165.11,443.69,11.32,66.41,14.28,3.59,0,620.12
20180509:1010,161.1,445.13,11.28,67.13,15.09,3.93,0,617.51
20180509:1110,0,196.35,3.91,61.22,14.87,3.79,0,200.26
20180509:1210,0,88.18,1.75,51.71,15.27,4,0,89.93
20180509:1310,254.63,262.17,9.75,40.75,15.6,4.41,0,526.55
20180509:1410,6.72,172.9,3.58,29.28,15.09,4.41,0,183.2
20180509:1510,13.01,115.86,2.75,17.76,14.62,4.07,0,131.62
20180509:1610,0,35.11,0.74,6.5,13.76,2.9,0,35.85
20180509:1710,0,0,0,0,12.95,2.76,0,0
20180509:1810,0,0,0,0,11.98,2.41,0,0
20180509:1910,0,0,0,0,11.06,2.14,0,0
20180509:2010,0,0,0,0,10.42,1.66,0,0
20180509:2110,0,0,0,0,9.73,1.66,0,0
20180509:2210,0,0,0,0,9.24,1.66,0,0
20180509:2310,0,0,0,0,8.64,1.59,0,0
20180510:0010,0,0,0,0,8.44,1.59,0,0
20180510:0110,0,0,0,0,8.34,1.52,0,0
20180510:0210,0,0,0,0,8.64,1.31,0,0
20180510:0310,0,3.43,0.07,4.52,8.75,1.1,0,3.5
20180510:0410,0,29.09,0.58,15.69,9.8,0.9,0,29.67
20180510:0510,232.89,114.91,7.54,27.17,12.97,1.59,0,355.34
20180510:0610,181.06,269.99,8.66,38.68,14.66,2.62,0,459.71
20180510:0710,443.53,263.09,12.79,49.81,15.91,3.24,0,719.41
20180510:0810,656.03,235.74,15.61,59.76,17.14,3.38,0,907.38
20180510:0910,781.18,213.22,17.14,66.66,17.97,3.86,0,1011.54
20180510:1010,614.17,311.1,16.04,67.38,18.58,4.14,0,941.31
20180510:1110,3.11,289.29,5.81,61.43,19.09,4.28,0,298.21
20180510:1210,608.53,190.19,14.29,51.88,17.47,4,0,813.01
20180510:1310,332.4,228.18,10.56,40.9,18.18,3.93,0,571.14
20180510:1410,254.71,130.97,8.07,29.42,16.84,4.69,0,393.75
20180510:1510,70.1,93.73,4.27,17.91,15.05,3.52,0,168.1
20180510:1610,0,32.54,0.69,6.66,14.75,2.41,0,33.23
20180510:1710,0,0,0,0,13.83,1.17,0,0
20180510:1810,0,0,0,0,12.55,0.97,0,0
20180510:1910,0,0,0,0,11.7,1.17,0,0
20180510:2010,0,0,0,0,10.55,1.45,0,0
20180510:2110,0,0,0,0,10.45,1.31,0,0
20180510:2210,0,0,0,0,10.51,1.17,0,0
20180510:2310,0,0,0,0,10.35,1.1,0,0
20180511:0010,0,0,0,0,10.49,0.97,0,0
20180511:0110,0,0,0,0,10.25,0.97,0,0
20180511:0210,0,0,0,0,9.25,1.1,0,0
20180511:0310,0,3.43,0.07,4.69,9.03,1.03,0,3.5
20180511:0410,2.28,89.58,1.88,15.85,10.55,0.62,0,93.74
20180511:0510,121.78,179.48,6.31,27.33,12.58,1.31,0,307.57
20180511:0610,295.58,223.88,9.95,38.84,14.04,2.34,0,529.41
20180511:0710,351.42,306.99,12.03,49.98,14.97,3.31,0,670.44
20180511:0810,382.12,369.44,13.46,59.96,15.99,3.31,0,765.02
20180511:0910,189.24,446.76,11.77,66.91,16.41,3.24,0,647.77
20180511:1010,37.69,395.39,8.45,67.63,17.53,3.31,0,441.53
20180511:1110,0,119.08,2.37,61.64,17.77,3.59,0,121.45
20180511:1210,147.6,373.29,9.82,52.05,18.42,3.93,0,530.71
20180511:1310,376.46,204.64,10.98,41.05,17.7,4.28,0,592.08
20180511:1410,182.75,174.28,7.38,29.57,16.67,4.34,0,364.41
20180511:1510,5.01,107.65,2.31,18.06,15.95,3.72,0,114.97
20180511:1610,0,5.14,0.11,6.82,15.36,3.1,0,5.25
20180511:1710,0,0,0,0,14.27,2.28,0,0
20180511:1810,0,0,0,0,13.28,2.07,0,0
20180511:1910,0,0,0,0,11.89,1.59,0,0
20180511:2010,0,0,0,0,11.29,1.45,0,0
20180511:2110,0,0,0,0,10.76,1.59,0,0
20180511:2210,0,0,0,0,10.01,1.79,0,0
20180511:2310,0,0,0,0,9.84,1.79,0,0
20180512:0010,0,0,0,0,9.58,1.79,0,0
20180512:0110,0,0,0,0,9.25,1.79,0,0
20180512:0210,0,0,0,0,9.14,1.86,0,0
20180512:0310,0,3.43,0.07,4.86,8.9,1.79,0,3.5
20180512:0410,0,20.91,0.42,16.01,9.64,1.59,0,21.33
20180512:0510,0,87.27,1.74,27.48,10.28,1.93,0,89.01
20180512:0610,8.33,226.79,4.67,39,10.74,2,0,239.79
20180512:0710,45.64,335.59,7.43,50.16,11.37,1.86,0,388.66
20180512:0810,22.59,350.1,7.32,60.17,12.37,1.86,0,380.01
20180512:0910,0,139.08,2.77,67.16,13.61,2,0,141.85
20180512:1010,5.22,320.38,6.46,67.88,14.4,2.41,0,332.06
20180512:1110,0,161.81,3.22,61.84,13.82,2.83,0,165.03
20180512:1210,0,173.62,3.45,52.21,14.39,4,0,177.07
20180512:1310,0,52.72,1.05,41.2,12.96,3.86,0,53.77
20180512:1410,44.62,212.14,5.17,29.71,13.62,4.07,0,261.93
20180512:1510,0,28.18,0.56,18.21,13.61,4.21,0,28.74
20180512:1610,0,33.4,0.71,6.97,12.63,3.1,0,34.11
20180512:1710,0,0,0,0,11.42,2.83,0,0
20180512:1810,0,0,0,0,10.41,2.41,0,0
20180512:1910,0,0,0,0,9.73,2.07,0,0
20180512:2010,0,0,0,0,9.35,1.93,0,0
20180512:2110,0,0,0,0,8.88,1.72,0,0
20180512:2210,0,0,0,0,9,1.52,0,0
20180512:2310,0,0,0,0,9.05,1.59,0,0
20180513:0010,0,0,0,0,8.82,1.52,0,0
20180513:0110,0,0,0,0,8.66,1.31,0,0
20180513:0210,0,0,0,0,8.52,1.31,0,0
20180513:0310,0,3.43,0.07,5.03,8.24,1.31,0,3.5
20180513:0410,0,64.54,1.28,16.16,8.35,1.45,0,65.82
20180513:0510,0,101.81,2.03,27.63,9.02,1.52,0,103.84
20180513:0610,81.14,290.7,7.27,39.15,10.18,1.31,0,379.11
20180513:0710,244.26,352.05,11.09,50.32,11.46,0.28,0,607.4
20180513:0810,182.25,423.22,11.28,60.36,12.92,0.28,0,616.75
20180513:0910,103.97,443.46,10.42,67.39,14.2,0.62,0,557.85
20180513:1010,92.65,441.35,10.2,68.12,14.67,0.69,0,544.2
20180513:1110,224.15,428.05,12.03,62.04,15.44,0.76,0,664.23
20180513:1210,262.36,362.14,11.54,52.38,15.97,0.83,0,636.04
20180513:1310,137.96,304.88,8.54,41.34,16.32,0.9,0,451.38
20180513:1410,132.38,203.76,6.91,29.86,16.3,0.97,0,343.05
20180513:1510,0,45.45,0.9,18.35,16.1,1.1,0,46.35
20180513:1610,0,11.99,0.25,7.13,15.47,1.24,0,12.24
20180513:1710,0,0,0,0,13.84,1.24,0,0
20180513:1810,0,0,0,0,12.32,1.1,0,0
20180513:1910,0,0,0,0,10.29,1.59,0,0
20180513:2010,0,0,0,0,8.72,1.86,0,0
20180513:2110,0,0,0,0,7.75,1.86,0,0
20180513:2210,0,0,0,0,7.06,1.79,0,0
20180513:2310,0,0,0,0,6.56,1.72,0,0
20180514:0010,0,0,0,0,6.15,1.66,0,0
20180514:0110,0,0,0,0,5.74,1.72,0,0
20180514:0210,0,0,0,0,5.29,1.72,0,0
20180514:0310,0,14.56,0.31,5.18,4.91,1.79,0,14.87
20180514:0410,24.13,106.23,3.2,16.31,7.38,1.17,0,133.56
20180514:0510,202.95,140.74,7.49,27.78,12.38,1.03,0,351.18
20180514:0610,480.38,125.33,11.79,39.3,14.58,1.24,0,617.5
20180514:0710,638.76,159.13,14.56,50.48,15.82,1.45,0,812.45
20180514:0810,532.93,311.81,15.01,60.55,17.05,1.79,0,859.75
20180514:0910,430.3,399.49,14.76,67.63,17.98,2.28,0,844.55
20180514:1010,628.11,314.26,16.48,68.36,18.75,2.48,0,958.85
20180514:1110,557.75,310.99,15.37,62.23,19.34,2.48,0,884.11
20180514:1210,612.56,196.02,14.63,52.54,19.75,2.76,0,823.21
20180514:1310,441.33,173.37,11.74,41.49,19.76,2.97,0,626.44
20180514:1410,289.66,114.69,8.66,30,19.46,3.1,0,413.01
20180514:1510,79.44,91.98,4.65,18.5,18.8,3.17,0,176.07
20180514:1610,0,39.39,0.83,7.28,17.58,2.55,0,40.22
20180514:1710,0,0,0,0,15.75,2.21,0,0
20180514:1810,0,0,0,0,14.15,1.66,0,0
20180514:1910,0,0,0,0,12.92,1.72,0,0
20180514:2010,0,0,0,0,12.34,1.59,0,0
20180514:2110,0,0,0,0,12.62,1.31,0,0
20180514:2210,0,0,0,0,13.47,1.03,0,0
20180514:2310,0,0,0,0,13.18,0.69,0,0
20180515:0010,0,0,0,0,12.59,0.48,0,0
20180515:0110,0,0,0,0,11.92,0.55,0,0
20180515:0210,0,0,0,0,11.31,0.62,0,0
20180515:0310,0,26.55,0.56,5.34,10.87,0.62,0,27.11
20180515:0410,74.98,59.61,4.49,16.45,11.23,0.41,0,139.08
20180515:0510,275.22,94.67,8.3,27.92,13.9,0.76,0,378.19
20180515:0610,471.23,128.94,11.72,39.44,15.89,1.45,0,611.89
20180515:0710,661.31,145.8,14.78,50.64,17.17,2.07,0,821.89
20180515:0810,817.51,148.39,17.11,60.73,18.57,2.28,0,983.01
20180515:0910,863.49,170.8,18.05,67.85,19.64,2.34,0,1052.34
20180515:1010,950.55,127.3,18.79,68.59,20.51,2.41,0,1096.64
20180515:1110,782.17,179.58,16.96,62.42,21.15,2.48,0,978.71
20180515:1210,729.65,127.43,15.57,52.7,21.56,2.62,0,872.65
20180515:1310,494.69,140.07,12.19,41.63,21.68,2.69,0,646.95
20180515:1410,299.7,108.77,8.81,30.14,21.47,2.76,0,417.28
20180515:1510,88.09,84.15,4.81,18.64,20.88,2.83,0,177.05
20180515:1610,0,40.25,0.85,7.43,19.6,2.34,0,41.1
20180515:1710,0,0,0,0,17.82,2.07,0,0
20180515:1810,0,0,0,0,16.18,1.66,0,0
20180515:1910,0,0,0,0,15.35,1.38,0,0
20180515:2010,0,0,0,0,15.96,1.17,0,0
20180515:2110,0,0,0,0,16.08,1.1,0,0
20180515:2210,0,0,0,0,14.3,1.31,0,0
20180515:2310,0,0,0,0,14.7,1.17,0,0
20180516:0010,0,0,0,0,14.6,0.9,0,0
20180516:0110,0,0,0,0,14.17,0.62,0,0
20180516:0210,0,0,0,0,14,0.41,0,0
20180516:0310,0,25.69,0.54,5.49,13.79,0.41,0,26.23
20180516:0410,72.24,62.3,4.45,16.59,14.07,0.34,0,138.99
20180516:0510,256.8,103.86,8.08,28.05,16.64,0.34,0,368.74
20180516:0610,452.15,136.43,11.52,39.57,19.13,1.38,0,600.1
20180516:0710,635.75,155.49,14.52,50.78,20.45,1.72,0,805.76
20180516:0810,785.82,161.38,16.82,60.91,21.63,2.41,0,964.02
20180516:0910,841.65,177.63,17.83,68.07,22.56,2.83,0,1037.11
20180516:1010,931.57,133.3,18.61,68.82,23.31,3.03,0,1083.48
20180516:1110,746.4,195.41,16.66,62.61,23.84,3.17,0,958.47
20180516:1210,701.77,139.3,15.32,52.85,24.01,3.17,0,856.39
20180516:1310,475.3,147.56,11.99,41.77,23.86,3.1,0,634.85
20180516:1410,244.83,141.4,8.25,30.27,23.67,2.9,0,394.48
20180516:1510,34.91,123.36,3.73,18.78,22.92,3.31,0,162
20180516:1610,0,38.54,0.81,7.59,21.06,2.83,0,39.35
20180516:1710,0,0,0,0,19.33,2.34,0,0
20180516:1810,0,0,0,0,17.91,1.93,0,0
20180516:1910,0,0,0,0,17.12,1.93,0,0
20180516:2010,0,0,0,0,15.43,1.59,0,0
20180516:2110,0,0,0,0,14.89,1.45,0,0
20180516:2210,0,0,0,0,15.07,1.24,0,0
20180516:2310,0,0,0,0,14.96,1.17,0,0
20180517:0010,0,0,0,0,14.72,1.17,0,0
20180517:0110,0,0,0,0,15.05,1.1,0,0
20180517:0210,0,0,0,0,15.05,0.97,0,0
20180517:0310,0,28.26,0.6,5.63,14.54,1.03,0,28.86
20180517:0410,58.61,75.07,4.14,16.72,15.14,0.76,0,137.82
20180517:0510,243.2,110.24,7.92,28.18,18.34,0.48,0,361.36
20180517:0610,418.71,152.53,11.19,39.7,20.73,0.76,0,582.43
20180517:0710,619.18,160.13,14.34,50.93,22.21,0.48,0,793.65
20180517:0810,755.35,172.2,16.51,61.08,23.4,0.76,0,944.06
20180517:0910,407.41,398.93,14.45,68.29,24.17,1.31,0,820.79
20180517:1010,19.57,370.74,7.69,69.04,24.92,1.66,0,398
20180517:1110,0,212.71,4.23,62.8,25.47,1.86,0,216.94
20180517:1210,582.45,202.68,14.32,53.01,25.74,1.93,0,799.45
20180517:1310,494.94,134.64,12.17,41.91,25.87,2,0,641.75
20180517:1410,150.12,193.89,7.18,30.41,25.64,1.86,0,351.19
20180517:1510,5.87,113.82,2.48,18.92,25.04,1.93,0,122.17
20180517:1610,0,29.97,0.63,7.73,23.58,1.93,0,30.6
20180517:1710,0,0,0,0,21.04,2.9,0,0
20180517:1810,0,0,0,0,19.37,2,0,0
20180517:1910,0,0,0,0,18.34,1.59,0,0
20180517:2010,0,0,0,0,16.36,1.72,0,0
20180517:2110,0,0,0,0,15.36,1.59,0,0
20180517:2210,0,0,0,0,14.58,1.59,0,0
20180517:2310,0,0,0,0,13.63,1.66,0,0
20180518:0010,0,0,0,0,12.87,1.59,0,0
20180518:0110,0,0,0,0,12.49,1.59,0,0
20180518:0210,0,0,0,0,12.23,1.59,0,0
20180518:0310,0,8.56,0.18,5.77,11.86,1.66,0,8.74
20180518:0410,4.34,100.87,2.21,16.85,14.25,0.9,0,107.42
20180518:0510,0.77,139.99,2.8,28.3,18.74,0.48,0,143.56
20180518:0610,8.15,229.46,4.72,39.83,20.52,0.28,0,242.33
20180518:0710,11.68,292.59,6.02,51.06,21.11,0.21,0,310.29
20180518:0810,185.82,416.07,11.27,61.25,22.58,0.69,0,613.16
20180518:0910,103.65,438.33,10.34,68.49,23.78,1.93,0,552.32
20180518:1010,277.47,437.34,13.08,69.26,24.03,3.03,0,727.89
20180518:1110,52.75,394.75,8.7,62.98,23.27,2.97,0,456.2
20180518:1210,87.46,369.16,8.81,53.16,21.86,1.79,0,465.43
20180518:1310,189.02,288.99,9.24,42.05,22.98,1.66,0,487.25
20180518:1410,0,69.99,1.39,30.54,23.16,1.03,0,71.38
20180518:1510,0,37.27,0.74,19.06,23.05,1.52,0,38.01
20180518:1610,0,13.7,0.29,7.88,19.72,0.62,0,13.99
20180518:1710,0,0,0,0,17.68,1.79,0,0
20180518:1810,0,0,0,0,16.57,1.72,0,0
20180518:1910,0,0,0,0,17.08,1.03,0,0
20180518:2010,0,0,0,0,15.98,1.31,0,0
20180518:2110,0,0,0,0,15.69,1.31,0,0
20180518:2210,0,0,0,0,14.88,1.52,0,0
20180518:2310,0,0,0,0,13.65,1.66,0,0
20180519:0010,0,0,0,0,12.88,1.59,0,0
20180519:0110,0,0,0,0,12.52,1.45,0,0
20180519:0210,0,0,0,0,12.41,1.38,0,0
20180519:0310,0,30.83,0.65,5.9,12.21,1.31,0,31.48
20180519:0410,0,61.81,1.23,16.97,14.67,0.62,0,63.04
20180519:0510,30.59,197.33,4.65,28.42,18.48,0.55,0,232.57
20180519:0610,56.82,284.11,6.73,39.95,20.37,0.83,0,347.66
20180519:0710,571.87,185.21,14,51.19,21.11,1.24,0,771.08
20180519:0810,658.76,225.61,15.82,61.4,22.61,2.14,0,900.19
20180519:0910,768.87,210.15,17.25,68.69,23.67,2.69,0,996.27
20180519:1010,716.61,246.41,16.96,69.47,24.43,3.17,0,979.98
20180519:1110,661.75,237.19,16.02,63.16,24.95,3.59,0,914.96
20180519:1210,659.56,154.53,14.94,53.31,24.98,3.66,0,829.03
20180519:1310,56.98,297.17,6.96,42.19,24.97,3.72,0,361.11
20180519:1410,0,134.54,2.68,30.68,24.58,3.24,0,137.22
20180519:1510,13.72,126.24,3.02,19.19,23.75,3.17,0,142.98
20180519:1610,0,41.11,0.87,8.02,22.22,3.24,0,41.98
20180519:1710,0,0,0,0,20.36,2.14,0,0
20180519:1810,0,0,0,0,19.12,1.52,0,0
20180519:1910,0,0,0,0,17.29,1.45,0,0
20180519:2010,0,0,0,0,16.15,2,0,0
20180519:2110,0,0,0,0,15.1,1.59,0,0
20180519:2210,0,0,0,0,13.78,1.52,0,0
20180519:2310,0,0,0,0,12.94,1.59,0,0
20180520:0010,0,0,0,0,12.15,1.52,0,0
20180520:0110,0,0,0,0,11.66,1.45,0,0
20180520:0210,0,0,0,0,11.44,1.38,0,0
20180520:0310,0,17.98,0.38,6.03,11.48,1.31,0,18.36
20180520:0410,18.41,111.68,3.09,17.09,13.81,0.69,0,133.18
20180520:0510,133.23,178.54,6.73,28.53,17.67,0.69,0,318.5
20180520:0610,251.66,245.81,9.75,40.06,20.21,0.97,0,507.22
20180520:0710,623.5,156.34,14.47,51.32,20.96,0.69,0,794.31
20180520:0810,687.26,209.49,16.08,61.56,22.54,1.24,0,912.83
20180520:0910,542.36,338.96,15.68,68.89,23.64,1.86,0,897
20180520:1010,17.39,367.78,7.6,69.68,24.66,2.97,0,392.77
20180520:1110,595.54,275.85,15.59,63.33,23.82,4,0,886.98
20180520:1210,0,216.35,4.3,53.45,22.09,2.41,0,220.65
20180520:1310,0,53.63,1.07,42.32,22.57,0.76,0,54.7
20180520:1410,0,69.09,1.37,30.81,23.03,1.1,0,70.46
20180520:1510,5.78,116.51,2.53,19.33,20.76,3.31,0,124.82
20180520:1610,0,35.97,0.76,8.17,17.43,2.83,0,36.73
20180520:1710,0,0,0,0,17.11,1.38,0,0
20180520:1810,0,0,0,0,16.72,1.52,0,0
20180520:1910,0,0,0,0,14.77,1.24,0,0
20180520:2010,0,0,0,0,13.78,0.9,0,0
20180520:2110,0,0,0,0,13.15,0.9,0,0
20180520:2210,0,0,0,0,13.39,0.62,0,0
20180520:2310,0,0,0,0,13.05,0.55,0,0
20180521:0010,0,0,0,0,12.03,0.9,0,0
20180521:0110,0,0,0,0,11.06,1.24,0,0
20180521:0210,0,0,0,0,10.51,1.45,0,0
20180521:0310,0,5.14,0.11,6.15,10.3,1.52,0,5.25
20180521:0410,17.01,112.87,3.06,17.2,12.57,1.17,0,132.94
20180521:0510,230.4,117.72,7.88,28.63,15.75,1.79,0,356
20180521:0610,430.86,143.79,11.41,40.17,17.39,1.86,0,586.06
20180521:0710,623.72,155.09,14.49,51.44,18.18,1.79,0,793.3
20180521:0810,686.58,210.22,16.11,61.7,19.56,0.69,0,912.91
20180521:0910,231.32,445.21,12.53,69.08,20.59,0.48,0,689.06
20180521:1010,175.53,452.4,11.77,69.88,21.28,0.69,0,639.7
20180521:1110,844.89,132.94,17.51,63.5,21.98,0.9,0,995.34
