DateTime,load_PJME_MW,solar_G_i__POA,solar_T2m,wind_Energy_scaled_MW,eta_eff,eta_eff_pct,P_150MW_adj_MW,P_110MW_adj_MW,CF_150MW,CF_110MW,CF_Wind,season,day_night,wind_Energy_smoothed_MW
2018-09-01 04:00:00,1808.88,84.59,17.98,177.62286039095846,0.18489556433333332,18.48955643333333,54.79492441084886,40.182944567955836,0.3652994960723257,0.36529949607232576,0.8881143019547924,fall,day,177.62286039095846
2018-09-01 05:00:00,1813.44,318.37,20.07,164.467351770486,0.17305347766666665,17.305347766666664,84.35799955289235,61.862533005454395,0.562386663685949,0.562386663685949,0.8223367588524301,fall,day,164.467351770486
2018-09-01 06:00:00,1902.32,574.75,22.63,169.08755035708774,0.15985613966666667,15.985613966666667,108.15379367739516,79.31278203008978,0.7210252911826344,0.7210252911826344,0.8454377517854387,fall,day,169.08755035708774
2018-09-01 07:00:00,2052.0,800.59,25.34,166.4529596869686,0.14787355366666666,14.787355366666667,126.18230678435737,92.53369164186208,0.8412153785623825,0.8412153785623825,0.832264798434843,fall,day,166.4529596869686
2018-09-01 08:00:00,2160.48,979.27,27.1,89.26999383971365,0.13869484566666665,13.869484566666666,138.44353887377892,101.52526184077121,0.9229569258251928,0.9229569258251928,0.44634996919856823,fall,day,89.26999383971365
2018-09-01 09:00:00,2233.92,1082.37,28.46,65.89607392153643,0.13312810500000002,13.312810500000003,144.9374899456598,106.28749262681717,0.9662499329710653,0.9662499329710652,0.3294803696076821,fall,day,65.89607392153643
2018-09-01 10:00:00,2271.52,1064.79,29.53,62.64793548468329,0.133054801,13.3054801,145.66415999999998,106.82038399999998,0.9710943999999999,0.9710943999999998,0.31323967742341646,fall,day,62.64793548468329
2018-09-01 11:00:00,2301.44,1019.16,30.32,56.975294753706265,0.13442532399999998,13.4425324,140.62354903679955,103.12393596031967,0.937490326911997,0.937490326911997,0.2848764737685313,fall,day,56.975294753706265
2018-09-01 12:00:00,2321.68,778.78,30.81,56.336731559167326,0.14452905866666665,14.452905866666665,129.81565705605843,95.19814850777618,0.8654377137070561,0.8654377137070562,0.28168365779583665,fall,day,56.336731559167326
2018-09-01 13:00:00,2339.28,504.98,30.92,88.03095127251588,0.15638947133333334,15.638947133333334,113.24048405777671,83.0430216423696,0.7549365603851781,0.7549365603851781,0.4401547563625794,fall,day,88.03095127251588
2018-09-01 14:00:00,2361.92,225.85,30.7,89.04361846238245,0.16874163166666667,16.874163166666666,90.89803004195426,66.65855536409978,0.6059868669463617,0.6059868669463616,0.4452180923119123,fall,day,89.04361846238245
2018-09-01 15:00:00,2369.76,110.02,30.1,91.93443694064034,0.17426692066666666,17.426692066666664,62.78829500859123,46.04474967296691,0.4185886333906082,0.41858863339060826,0.4596721847032017,fall,day,91.93443694064034
2018-09-01 16:00:00,2367.2000000000003,1.75,28.96,104.76192038385571,0.17988645766666667,17.988645766666668,54.79492441084886,40.182944567955836,0.3652994960723257,0.36529949607232576,0.5238096019192785,fall,day,104.76192038385571
2018-09-02 04:00:00,1632.56,78.4,16.31,172.2208372489796,0.18647727266666664,18.647727266666664,53.187358891149636,39.00406318684306,0.3545823926076642,0.3545823926076642,0.8611041862448979,fall,day,172.2208372489796
2018-09-02 05:00:00,1626.96,308.1,19.75,176.67092850194223,0.17375291999999998,17.375291999999998,83.27343370350509,61.067184715903736,0.5551562246900339,0.555156224690034,0.8833546425097112,fall,day,176.67092850194223
2018-09-02 06:00:00,1656.08,570.07,23.24,174.14447333752867,0.15958124966666665,15.958124966666665,107.4901986648417,78.82614568755056,0.716601324432278,0.7166013244322779,0.8707223666876434,fall,day,174.14447333752867
2018-09-02 07:00:00,1707.6000000000001,798.57,25.64,149.8869881429392,0.14772607299999999,14.772607299999999,125.83765377515954,92.28094610178366,0.8389176918343969,0.8389176918343969,0.749434940714696,fall,day,149.8869881429392
2018-09-02 08:00:00,1764.88,977.36,27.45,104.81460613585082,0.13850329533333333,13.850329533333333,138.31579903445854,101.43158595860291,0.9221053268963902,0.9221053268963901,0.5240730306792541,fall,day,104.81460613585082
2018-09-02 09:00:00,1888.56,1079.37,28.89,88.23597837344066,0.132921283,13.2921283,144.92463444273866,106.27806525800835,0.9661642296182578,0.9661642296182578,0.4411798918672033,fall,day,88.23597837344066
2018-09-02 10:00:00,1998.32,1111.27,29.92,123.68213038892944,0.13072041766666667,13.072041766666667,145.66415999999998,106.82038399999998,0.9710943999999999,0.9710943999999998,0.6184106519446472,fall,day,123.68213038892944
2018-09-02 11:00:00,2063.6,1042.51,30.52,85.14733374609585,0.13324940566666668,13.324940566666669,140.53437570624249,103.05854218457782,0.9368958380416166,0.9368958380416165,0.4257366687304793,fall,day,85.14733374609585
2018-09-02 12:00:00,2083.6,878.74,30.83,76.18142133972935,0.14015176266666668,14.015176266666668,129.53528156146615,94.99253981174184,0.8635685437431077,0.8635685437431075,0.38090710669864675,fall,day,76.18142133972935
2018-09-02 13:00:00,2084.7200000000003,676.32,30.76,75.27198597708666,0.149039,14.9039,112.66687756567102,82.62237688149207,0.7511125171044735,0.7511125171044734,0.37635992988543326,fall,day,75.27198597708666
2018-09-02 14:00:00,2075.92,407.62,30.37,99.97473002695166,0.16106958266666666,16.106958266666666,89.92916371885698,65.94805339382845,0.5995277581257132,0.5995277581257131,0.4998736501347583,fall,day,99.97473002695166
2018-09-02 15:00:00,2066.64,142.35,29.59,71.68589983927424,0.173256809,17.325680900000002,61.32214002102421,44.96956934875108,0.4088142668068281,0.408814266806828,0.35842949919637124,fall,day,71.68589983927424
2018-09-03 04:00:00,1615.76,85.84,16.38,140.57443597758783,0.18609766266666666,18.609766266666668,54.68431811367933,40.10183328336484,0.3645621207578622,0.3645621207578622,0.7028721798879392,fall,day,140.57443597758783
2018-09-03 05:00:00,1611.92,322.16,19.26,135.07260570349277,0.17352428133333334,17.352428133333333,84.2833775165478,61.80781017880172,0.561889183443652,0.561889183443652,0.6753630285174639,fall,day,135.07260570349277
2018-09-03 06:00:00,1636.08,581.31,21.56,120.51557849393711,0.16041028300000001,16.0410283,108.10813595069023,79.27929969717283,0.7207209063379348,0.7207209063379348,0.6025778924696855,fall,day,120.51557849393711
2018-09-03 07:00:00,1681.44,805.36,23.49,92.32164569848652,0.14911841266666667,14.911841266666666,126.1585934161067,92.51630183847824,0.8410572894407113,0.8410572894407113,0.4616082284924326,fall,day,92.32164569848652
2018-09-03 08:00:00,1737.44,979.34,25.28,93.4407208929867,0.14012121933333335,14.012121933333335,138.43474991279717,101.5188166027179,0.9228983327519812,0.922898332751981,0.46720360446493353,fall,day,93.4407208929867
2018-09-03 09:00:00,1857.68,1081.52,26.74,94.18509807424651,0.13451608133333334,13.451608133333334,144.93660544076158,106.28684398989182,0.9662440362717439,0.9662440362717438,0.47092549037123255,fall,day,94.18509807424651
2018-09-03 10:00:00,1959.2,1105.95,27.86,60.73884677358389,0.13257047100000002,13.257047100000003,145.66415999999998,106.82038399999998,0.9710943999999999,0.9710943999999998,0.30369423386791944,fall,day,60.73884677358389
2018-09-03 11:00:00,2032.48,1043.42,28.77,47.55461617476031,0.13458414933333332,13.458414933333332,140.6174135905124,103.11943663304241,0.9374494239367493,0.9374494239367492,0.23777308087380156,fall,day,47.55461617476031
2018-09-03 12:00:00,2070.48,863.05,29.39,45.78002402958558,0.14196734566666666,14.196734566666667,129.7963662122988,95.1840018890191,0.865309108081992,0.8653091080819918,0.2289001201479279,fall,day,45.78002402958558
2018-09-03 13:00:00,2093.84,675.57,29.6,39.82376702171837,0.14998278899999998,14.998278899999997,113.2010178653592,83.01407976793007,0.754673452435728,0.7546734524357279,0.19911883510859185,fall,day,39.82376702171837
2018-09-03 14:00:00,2109.52,405.22,29.35,58.37616477221139,0.16197541066666668,16.19754106666667,90.83136854969354,66.60967026977525,0.605542456997957,0.6055424569979568,0.29188082386105696,fall,day,58.37616477221139
2018-09-03 15:00:00,2122.2400000000002,139.15,28.74,35.70353755241591,0.17406402566666668,17.406402566666667,62.687418265301936,45.97077339455475,0.4179161217686796,0.41791612176867954,0.17851768776207955,fall,day,35.70353755241591
2018-09-04 04:00:00,1616.96,83.82,15.52,0.0,0.18686124599999998,18.6861246,50.32907318565602,36.90798700281441,0.33552715457104015,0.3355271545710401,0.0,fall,day,0.0
2018-09-04 05:00:00,1613.6000000000001,316.31,19.23,0.0,0.17380309833333332,17.38030983333333,81.34505254206405,59.65303853084697,0.542300350280427,0.542300350280427,0.0,fall,day,6.533928820318714
2018-09-04 06:00:00,1651.2,481.17,23.93,0.0,0.162918327,16.2918327,106.31031261019845,77.96089591414552,0.7087354174013231,0.708735417401323,0.0,fall,day,53.31482302587039
2018-09-04 07:00:00,1686.72,778.1,26.52,0.0,0.14792809533333331,14.792809533333331,125.22485339005928,91.83155915271014,0.8348323559337285,0.8348323559337285,0.0,fall,day,64.13053751882421
2018-09-04 08:00:00,1730.8,891.99,28.28,0.0,0.141576391,14.157639099999999,138.08867488164648,101.26502824654075,0.9205911658776432,0.9205911658776432,0.0,fall,day,0.21149088145721018
2018-09-04 09:00:00,1853.1200000000001,1082.43,29.54,0.0,0.132277255,13.227725500000002,144.90177708496006,106.26130319563737,0.9660118472330671,0.966011847233067,0.0,fall,day,0.0
2018-09-04 10:00:00,1986.0800000000002,1100.57,30.62,1.982632712607414,0.13063751433333334,13.063751433333334,145.66415999999998,106.82038399999998,0.9710943999999999,0.9710943999999998,0.00991316356303707,fall,day,1.982632712607414
2018-09-04 11:00:00,2100.7200000000003,1043.21,31.38,0.0,0.13254341833333333,13.254341833333333,140.3758236267663,102.94227065962862,0.935838824178442,0.935838824178442,0.0,fall,day,3.373131852691815
2018-09-04 12:00:00,2202.2400000000002,862.39,31.8,0.0,0.14010332966666666,14.010332966666667,129.036767965259,94.62696317452327,0.8602451197683934,0.8602451197683934,0.0,fall,day,8.463057301530515
2018-09-04 13:00:00,2280.88,673.72,31.86,3.705661413226922,0.14828850666666668,14.828850666666668,111.64699301547812,81.87446154468395,0.7443132867698541,0.7443132867698541,0.01852830706613461,fall,day,3.705661413226922
2018-09-04 14:00:00,2352.4,405.05,31.49,7.265258822429045,0.16030207233333332,16.030207233333332,88.20649877742352,64.68476577011057,0.5880433251828234,0.5880433251828234,0.036326294112145226,fall,day,7.265258822429045
2018-09-04 15:00:00,2420.32,139.86,30.79,8.463057301530515,0.17242297599999998,17.242297599999997,58.71528525109541,43.05787585080329,0.3914352350073027,0.39143523500730265,0.04231528650765257,fall,day,8.463057301530515
2018-09-05 04:00:00,1823.8400000000001,32.45,16.98,0.0,0.18795600633333334,18.795600633333333,48.36783927949315,35.469748804961625,0.3224522618632876,0.3224522618632875,0.0,fall,day,0.21592984415584332
2018-09-05 05:00:00,1860.56,297.29,18.94,0.0,0.17486077033333333,17.486077033333334,80.02187952596043,58.68271165237097,0.5334791968397362,0.5334791968397361,0.0,fall,day,0.0
2018-09-05 06:00:00,2010.64,508.33,22.94,0.0,0.16251079166666668,16.251079166666667,105.50072505520788,77.36719837381911,0.7033381670347192,0.7033381670347192,0.0,fall,day,0.0
2018-09-05 07:00:00,2247.28,774.79,25.48,0.0,0.14888933766666665,14.888933766666664,124.80437586723562,91.52320896930613,0.8320291724482375,0.8320291724482375,0.0,fall,day,15.949961330591952
2018-09-05 08:00:00,2404.96,959.76,27.64,0.0,0.13912201600000002,13.912201600000001,137.93283196204356,101.15074343883194,0.9195522130802904,0.9195522130802903,0.0,fall,day,0.0
2018-09-05 09:00:00,2527.12,1059.54,29.51,0.5036283131008729,0.133299584,13.3299584,144.88609333963169,106.24980178239656,0.9659072889308778,0.9659072889308778,0.0025181415655043645,fall,day,0.5036283131008729
2018-09-05 10:00:00,2655.28,1059.31,30.47,6.699647695093967,0.13255563566666667,13.255563566666668,145.66415999999998,106.82038399999998,0.9710943999999999,0.9710943999999998,0.03349823847546984,fall,day,6.699647695093967
2018-09-05 11:00:00,2799.28,836.68,31.02,17.909861303488352,0.14183775466666665,14.183775466666665,140.2670319431485,102.86249009164224,0.9351135462876567,0.9351135462876567,0.08954930651744177,fall,day,17.909861303488352
2018-09-05 12:00:00,2929.36,640.42,30.97,21.38118530209644,0.15044050266666667,15.044050266666668,128.69470916907727,94.3761200573233,0.8579647277938485,0.8579647277938482,0.1069059265104822,fall,day,21.38118530209644
2018-09-05 13:00:00,3070.7200000000003,649.92,31.17,17.41148330559757,0.149868906,14.986890599999999,110.94719167778624,81.36127389704323,0.739647944518575,0.7396479445185749,0.08705741652798786,fall,day,17.41148330559757
2018-09-05 14:00:00,3210.88,405.17,30.33,18.946831705805973,0.16120790033333332,16.120790033333332,87.02447946927535,63.81795161080191,0.5801631964618357,0.5801631964618356,0.09473415852902986,fall,day,18.946831705805973
2018-09-05 15:00:00,3328.4,126.16,29.49,53.31482302587039,0.17404177266666668,17.404177266666668,56.926572543544765,41.74615319859949,0.37951048362363177,0.3795104836236317,0.2665741151293519,fall,day,53.31482302587039
